date,location,description,LST_diff_1km,NDVI,NDWI,VH_gamma0,VV_gamma0
2019-03-23,field2,fallow,13.511,0.059,-0.185,-17.385,-7.274
2019-03-24,field2,fallow,13.511,0.059,-0.185,-17.385,-7.274
2019-03-25,field2,fallow,13.511,0.059,-0.185,-17.385,-7.274
2019-03-26,field2,fallow,13.511,0.059,-0.185,-17.385,-7.274
2019-03-27,field2,fallow,13.511,0.059,-0.185,-17.385,-7.274
2019-03-28,field2,fallow,13.511,0.059,-0.185,-17.607,-9.542
2019-03-29,field2,fallow,16.766,0.059,-0.185,-17.607,-9.542
2019-03-30,field2,fallow,11.818,0.059,-0.185,-17.607,-9.542
2019-03-31,field2,fallow,11.818,0.06,-0.175,-17.607,-9.542
2019-04-01,field2,fallow,11.818,0.06,-0.175,-17.607,-9.542
2019-04-02,field2,fallow,11.818,0.06,-0.175,-16.152,-7.466
2019-04-03,field2,fallow,11.818,0.06,-0.175,-16.152,-7.466
2019-04-04,field2,fallow,11.818,0.06,-0.175,-16.152,-7.466
2019-04-05,field2,fallow,11.818,0.06,-0.175,-16.152,-7.466
2019-04-06,field2,fallow,11.818,0.06,-0.175,-16.152,-7.466
2019-04-07,field2,fallow,11.818,0.06,-0.175,-16.152,-7.466
2019-04-08,field2,fallow,11.818,0.06,-0.175,-16.152,-7.466
2019-04-09,field2,fallow,8.366,0.06,-0.175,-18.278,-9.159
2019-04-10,field2,fallow,8.366,0.06,-0.175,-18.278,-9.159
2019-04-11,field2,fallow,8.366,0.06,-0.175,-18.278,-9.159
2019-04-12,field2,fallow,8.366,0.06,-0.175,-18.278,-9.159
2019-04-13,field2,fallow,16.838,0.06,-0.175,-18.278,-9.159
2019-04-14,field2,fallow,16.838,0.06,-0.175,-21.638,-9.68
2019-04-15,field2,fallow,16.838,0.06,-0.175,-21.638,-9.68
2019-04-16,field2,fallow,16.838,0.06,-0.175,-21.638,-9.68
2019-04-17,field2,fallow,25.394,0.06,-0.175,-21.638,-9.68
2019-04-18,field2,fallow,28.06,0.06,-0.175,-21.638,-9.68
2019-04-19,field2,fallow,28.06,0.06,-0.175,-21.638,-9.68
2019-04-20,field2,fallow,14.539,0.06,-0.175,-21.638,-9.68
2019-04-21,field2,fallow,26.919,0.06,-0.175,-23.239,-13.041
2019-04-22,field2,fallow,25.478,0.06,-0.175,-23.239,-13.041
2019-04-23,field2,fallow,30.331,0.06,-0.175,-23.239,-13.041
2019-04-24,field2,fallow,24.756,0.06,-0.175,-23.239,-13.041
2019-04-25,field2,fallow,29.978,0.02,-0.137,-23.239,-13.041
2019-04-26,field2,fallow,9.282,0.02,-0.137,-19.235,-9.881
2019-04-27,field2,fallow,22.281,0.02,-0.137,-19.235,-9.881
2019-04-28,field2,fallow,20.057,0.02,-0.137,-19.235,-9.881
2019-04-29,field2,fallow,21.169,0.02,-0.137,-19.235,-9.881
2019-04-30,field2,fallow,21.169,0.02,-0.137,-19.235,-9.881
2019-05-01,field2,fallow,25.633,0.02,-0.137,-19.235,-9.881
2019-05-02,field2,fallow,28.651,0.02,-0.137,-19.235,-9.881
2019-05-03,field2,fallow,18.605,0.02,-0.137,-18.37,-9.603
2019-05-04,field2,fallow,28.921,0.02,-0.137,-18.37,-9.603
2019-05-05,field2,fallow,21.529,0.025,-0.138,-18.37,-9.603
2019-05-06,field2,fallow,21.529,0.025,-0.138,-18.37,-9.603
2019-05-07,field2,fallow,19.053,0.025,-0.138,-18.37,-9.603
2019-05-08,field2,fallow,21.466,0.025,-0.138,-17.661,-8.881
2019-05-09,field2,fallow,18.356,0.025,-0.138,-17.661,-8.881
2019-05-10,field2,growing season flooding,16.255,0.034,-0.154,-17.661,-8.881
2019-05-11,field2,growing season flooding,22.067,0.034,-0.154,-17.661,-8.881
2019-05-12,field2,growing season flooding,19.206,0.034,-0.154,-17.661,-8.881
2019-05-13,field2,growing season flooding,19.206,0.034,-0.154,-17.661,-8.881
2019-05-14,field2,growing season flooding,19.206,0.034,-0.154,-17.661,-8.881
2019-05-15,field2,growing season flooding,19.206,0.034,-0.154,-18.056,-8.734
2019-05-16,field2,growing season flooding,19.206,0.034,-0.154,-18.056,-8.734
2019-05-17,field2,growing season flooding,19.206,0.034,-0.154,-18.056,-8.734
2019-05-18,field2,growing season flooding,19.206,0.034,-0.154,-18.056,-8.734
2019-05-19,field2,growing season flooding,19.206,0.034,-0.154,-18.056,-8.734
2019-05-20,field2,growing season flooding,14.442,0.034,-0.154,-16.877,-8.484
2019-05-21,field2,growing season flooding,14.442,0.034,-0.154,-16.877,-8.484
2019-05-22,field2,growing season flooding,14.442,0.034,-0.154,-16.877,-8.484
2019-05-23,field2,growing season flooding,14.442,0.034,-0.154,-16.877,-8.484
2019-05-24,field2,growing season flooding,10.284,0.034,-0.154,-16.877,-8.484
2019-05-25,field2,growing season flooding,10.284,0.015,-0.008,-16.877,-8.484
2019-05-26,field2,growing season flooding,10.284,0.015,-0.008,-16.877,-8.484
2019-05-27,field2,growing season flooding,10.284,0.015,-0.008,-22.455,-13.422
2019-05-28,field2,growing season flooding,10.284,0.015,-0.008,-22.455,-13.422
2019-05-29,field2,growing season flooding,10.284,0.015,-0.008,-22.455,-13.422
2019-05-30,field2,growing season flooding,7.876,0.022,0.073,-22.455,-13.422
2019-05-31,field2,growing season flooding,7.876,0.022,0.073,-22.455,-13.422
2019-06-01,field2,growing season flooding,7.876,0.022,0.073,-26.434,-14.883
2019-06-02,field2,growing season flooding,7.876,0.022,0.073,-26.434,-14.883
2019-06-03,field2,growing season flooding,7.876,0.022,0.073,-26.434,-14.883
2019-06-04,field2,growing season flooding,9.246,0.038,0.029,-26.434,-14.883
2019-06-05,field2,growing season flooding,10.247,0.038,0.029,-26.434,-14.883
2019-06-06,field2,growing season flooding,6.202,0.038,0.029,-26.434,-14.883
2019-06-07,field2,growing season flooding,7.918,0.038,0.029,-26.434,-14.883
2019-06-08,field2,growing season flooding,11.788,0.038,0.029,-28.611,-16.279
2019-06-09,field2,growing season flooding,12.78,0.057,-0.012,-28.611,-16.279
2019-06-10,field2,growing season flooding,12.08,0.057,-0.012,-28.611,-16.279
2019-07-21,field2,green,8.79,0.219,-0.527,-18.57,-10.956
2019-07-22,field2,green,6.496,0.219,-0.527,-18.57,-10.956
2019-07-23,field2,green,10.097,0.219,-0.527,-18.57,-10.956
2019-07-24,field2,green,9.646,0.216,-0.551,-18.57,-10.956
2019-07-25,field2,green,9.646,0.216,-0.551,-18.57,-10.956
2019-07-26,field2,green,9.646,0.216,-0.551,-19.593,-11.414
2019-07-27,field2,green,9.958,0.216,-0.551,-19.593,-11.414
2019-07-28,field2,green,7.267,0.216,-0.551,-19.593,-11.414
2019-07-29,field2,green,4.793,0.203,-0.561,-19.593,-11.414
2019-07-30,field2,green,6.172,0.203,-0.561,-19.593,-11.414
2019-07-31,field2,green,7.514,0.203,-0.561,-18.014,-11.747
2019-08-01,field2,green,10.912,0.203,-0.561,-18.014,-11.747
2019-08-02,field2,green,7.545,0.203,-0.561,-18.014,-11.747
2019-08-03,field2,green,9.056,0.184,-0.57,-18.014,-11.747
2019-08-04,field2,green,8.827,0.184,-0.57,-18.014,-11.747
2019-08-05,field2,green,8.827,0.184,-0.57,-18.014,-11.747
2019-08-06,field2,green,15.731,0.184,-0.57,-18.014,-11.747
2019-08-07,field2,green,1.344,0.184,-0.57,-19.986,-15.821
2019-08-08,field2,green,15.074,0.218,-0.587,-19.986,-15.821
2019-08-09,field2,green,15.074,0.218,-0.587,-19.986,-15.821
2019-08-10,field2,green,15.074,0.218,-0.587,-19.986,-15.821
2019-08-11,field2,green,10.603,0.218,-0.587,-19.986,-15.821
2019-08-12,field2,green,12.183,0.218,-0.587,-18.238,-13.87
2019-08-13,field2,green,14.027,0.212,-0.583,-19.589,-15.927
2019-08-14,field2,green,9.888,0.212,-0.583,-19.589,-15.927
2019-08-15,field2,green,11.621,0.212,-0.583,-19.589,-15.927
2019-09-03,field2,ripe/harvest (yellow),10.63,0.288,-0.511,-13.23,-8.87
2019-09-04,field2,ripe/harvest (yellow),14.264,0.288,-0.511,-13.23,-8.87
2019-09-05,field2,ripe/harvest (yellow),14.264,0.288,-0.511,-14.105,-9.353
2019-09-06,field2,ripe/harvest (yellow),10.349,0.288,-0.511,-14.387,-9.782
2019-09-07,field2,ripe/harvest (yellow),10.349,0.288,-0.511,-14.387,-9.782
2019-09-08,field2,ripe/harvest (yellow),10.325,0.288,-0.511,-14.387,-9.782
2019-09-09,field2,ripe/harvest (yellow),10.684,0.288,-0.511,-14.387,-9.782
2019-09-10,field2,ripe/harvest (yellow),8.169,0.288,-0.511,-14.387,-9.782
2019-09-11,field2,ripe/harvest (yellow),13.099,0.288,-0.511,-14.387,-9.782
2019-09-12,field2,ripe/harvest (yellow),13.294,0.267,-0.486,-14.991,-10.375
2019-09-13,field2,ripe/harvest (yellow),14.574,0.267,-0.486,-14.991,-10.375
2019-09-14,field2,ripe/harvest (yellow),18.775,0.267,-0.486,-14.991,-10.375
2019-09-15,field2,ripe/harvest (yellow),12.101,0.267,-0.486,-14.991,-10.375
2019-09-16,field2,ripe/harvest (yellow),12.101,0.267,-0.486,-14.991,-10.375
2019-09-17,field2,ripe/harvest (yellow),12.13,0.297,-0.486,-14.235,-10.052
2019-09-18,field2,ripe/harvest (yellow),12.13,0.297,-0.486,-15.6,-11.264
2019-09-19,field2,ripe/harvest (yellow),12.628,0.297,-0.486,-15.6,-11.264
2019-09-20,field2,ripe/harvest (yellow),14.056,0.297,-0.486,-15.6,-11.264
2019-09-21,field2,ripe/harvest (yellow),13.678,0.297,-0.486,-15.6,-11.264
2019-09-22,field2,ripe/harvest (yellow),13.678,0.297,-0.486,-15.6,-11.264
2019-09-23,field2,ripe/harvest (yellow),11.756,0.297,-0.486,-15.6,-11.264
2019-09-24,field2,ripe/harvest (yellow),16.277,0.297,-0.486,-16.717,-11.567
2019-09-25,field2,ripe/harvest (yellow),15.796,0.297,-0.486,-16.717,-11.567
2019-09-26,field2,ripe/harvest (yellow),12.929,0.297,-0.486,-16.717,-11.567
2019-09-27,field2,ripe/harvest (yellow),12.929,0.297,-0.486,-16.717,-11.567
2019-09-28,field2,ripe/harvest (yellow),9.504,0.297,-0.486,-16.717,-11.567
2019-09-29,field2,ripe/harvest (yellow),9.504,0.297,-0.486,-15.98,-11.322
2019-09-30,field2,ripe/harvest (yellow),9.504,0.297,-0.486,-15.253,-10.119
2019-10-01,field2,ripe/harvest (yellow),16.819,0.297,-0.486,-15.253,-10.119
2019-10-02,field2,ripe/harvest (yellow),18.104,0.244,-0.437,-15.253,-10.119
2019-10-03,field2,ripe/harvest (yellow),17.566,0.244,-0.437,-15.253,-10.119
2019-10-04,field2,ripe/harvest (yellow),16.624,0.244,-0.437,-15.253,-10.119
2019-10-05,field2,ripe/harvest (yellow),16.624,0.244,-0.437,-15.253,-10.119
2019-10-06,field2,ripe/harvest (yellow),19.139,0.244,-0.437,-16.962,-12.402
2019-10-07,field2,ripe/harvest (yellow),20.858,0.209,-0.396,-16.962,-12.402
2019-10-08,field2,ripe/harvest (yellow),20.858,0.209,-0.396,-16.962,-12.402
2019-10-09,field2,ripe/harvest (yellow),11.184,0.209,-0.396,-16.962,-12.402
2019-10-10,field2,ripe/harvest (yellow),15.708,0.209,-0.396,-16.962,-12.402
2019-10-11,field2,ripe/harvest (yellow),26.193,0.209,-0.396,-16.996,-12.333
2019-10-12,field2,ripe/harvest (yellow),23.688,0.176,-0.378,-17.607,-12.059
2019-10-13,field2,ripe/harvest (yellow),25.071,0.176,-0.378,-17.607,-12.059
2019-10-14,field2,ripe/harvest (yellow),24.013,0.176,-0.378,-17.607,-12.059
2019-10-15,field2,ripe/harvest (yellow),24.013,0.176,-0.378,-17.607,-12.059
2019-10-16,field2,ripe/harvest (yellow),20.2,0.176,-0.378,-17.607,-12.059
2019-10-17,field2,ripe/harvest (yellow),20.2,0.15,-0.352,-17.607,-12.059
2019-10-18,field2,ripe/harvest (yellow),17.873,0.15,-0.352,-17.78,-12.704
2019-10-19,field2,ripe/harvest (yellow),17.873,0.15,-0.352,-17.78,-12.704
2019-10-20,field2,ripe/harvest (yellow),17.282,0.15,-0.352,-17.78,-12.704
2019-10-21,field2,ripe/harvest (yellow),18.455,0.15,-0.352,-17.78,-12.704
2019-10-22,field2,ripe/harvest (yellow),16.406,0.15,-0.352,-17.78,-12.704
2019-10-23,field2,ripe/harvest (yellow),13.211,0.15,-0.352,-15.378,-10.3
2019-10-24,field2,ripe/harvest (yellow),13.211,0.15,-0.352,-16.056,-10.715
2019-10-25,field2,ripe/harvest (yellow),27.388,0.15,-0.352,-16.056,-10.715
2019-10-26,field2,ripe/harvest (yellow),20.97,0.15,-0.352,-16.056,-10.715
2019-10-27,field2,ripe/harvest (yellow),9.136,0.082,-0.277,-16.056,-10.715
2019-10-28,field2,ripe/harvest (yellow),16.126,0.082,-0.277,-16.056,-10.715
2019-10-29,field2,ripe/harvest (yellow),14.929,0.082,-0.277,-16.056,-10.715
2019-10-30,field2,ripe/harvest (yellow),12.594,0.082,-0.277,-17.3,-10.689
2019-10-31,field2,ripe/harvest (yellow),12.594,0.082,-0.277,-17.3,-10.689
2019-11-10,field2,winter flooded,10.693,0.021,-0.048,-20.565,-12.86
2019-11-11,field2,winter flooded,10.693,0.021,-0.048,-23.08,-15.196
2019-11-12,field2,winter flooded,10.693,0.021,-0.048,-23.08,-15.196
2019-11-13,field2,winter flooded,10.693,0.021,-0.048,-23.08,-15.196
2019-11-14,field2,winter flooded,10.693,0.021,-0.048,-23.08,-15.196
2019-11-15,field2,winter flooded,5.961,0.021,-0.048,-23.08,-15.196
2019-11-16,field2,winter flooded,3.607,0.012,-0.022,-24.757,-18.112
2019-11-17,field2,winter flooded,6.205,0.012,-0.022,-26.995,-18.694
2019-11-18,field2,winter flooded,6.191,0.012,-0.022,-26.995,-18.694
2019-11-19,field2,winter flooded,6.191,0.012,-0.022,-26.995,-18.694
2019-11-20,field2,winter flooded,6.191,0.012,-0.022,-26.995,-18.694
2019-11-21,field2,winter flooded,5.778,-0.003,0.143,-26.995,-18.694
2019-11-22,field2,winter flooded,5.101,-0.003,0.143,-26.995,-18.694
2019-11-23,field2,winter flooded,4.411,-0.003,0.143,-29.367,-21.872
2019-11-24,field2,winter flooded,4.742,-0.003,0.143,-29.367,-21.872
2019-11-25,field2,winter flooded,3.376,-0.003,0.143,-29.367,-21.872
2019-11-26,field2,winter flooded,3.376,-0.003,0.143,-29.367,-21.872
2019-11-27,field2,winter flooded,3.376,-0.003,0.143,-29.367,-21.872
2019-11-28,field2,winter flooded,4.446,-0.003,0.143,-27.402,-18.34
2019-11-29,field2,winter flooded,4.446,-0.003,0.143,-30.701,-21.856
2019-11-30,field2,winter flooded,4.446,-0.003,0.143,-30.701,-21.856
2019-12-01,field2,winter flooded,4.446,-0.003,0.143,-30.701,-21.856
2019-12-02,field2,winter flooded,4.446,-0.003,0.143,-30.701,-21.856
2019-12-03,field2,winter flooded,4.446,-0.003,0.143,-30.701,-21.856
2019-12-04,field2,winter flooded,4.446,-0.003,0.143,-30.701,-21.856
2019-12-05,field2,winter flooded,4.446,-0.003,0.143,-29.162,-21.43
2019-12-06,field2,winter flooded,4.446,-0.004,0.285,-29.162,-21.43
2019-12-07,field2,winter flooded,4.446,-0.004,0.285,-29.162,-21.43
2019-12-08,field2,winter flooded,4.446,-0.004,0.285,-29.162,-21.43
2019-12-09,field2,winter flooded,4.446,-0.004,0.285,-29.162,-21.43
2019-12-10,field2,winter flooded,4.446,-0.004,0.285,-27.373,-21.741
2019-12-11,field2,winter flooded,4.446,-0.004,0.285,-28.843,-20.199
2019-12-12,field2,winter flooded,4.446,-0.004,0.285,-28.843,-20.199
2019-12-13,field2,winter flooded,4.446,-0.004,0.285,-28.843,-20.199
2019-12-14,field2,winter flooded,4.446,-0.004,0.285,-28.843,-20.199
2019-12-15,field2,winter flooded,2.742,-0.004,0.285,-28.843,-20.199
2019-12-16,field2,winter flooded,2.742,0.007,0.247,-28.843,-20.199
2019-12-17,field2,winter flooded,2.742,0.007,0.247,-28.837,-20.098
2019-12-18,field2,winter flooded,2.742,0.007,0.247,-28.837,-20.098
2019-12-19,field2,winter flooded,2.742,0.007,0.247,-28.837,-20.098
2019-12-20,field2,winter flooded,2.742,0.007,0.247,-28.837,-20.098
2019-12-21,field2,winter flooded,2.742,0.007,0.247,-28.837,-20.098
2019-12-22,field2,winter flooded,2.742,0.007,0.247,-27.209,-16.35
2019-12-23,field2,winter flooded,2.742,0.007,0.247,-29.115,-17.719
2019-12-24,field2,winter flooded,2.742,0.007,0.247,-29.115,-17.719
2019-12-25,field2,winter flooded,2.742,0.007,0.247,-29.115,-17.719
2019-12-26,field2,winter flooded,2.143,0.013,0.218,-29.115,-17.719
2019-12-27,field2,winter flooded,-4.86,0.013,0.218,-29.115,-17.719
2019-12-28,field2,winter flooded,5.2,0.013,0.218,-29.115,-17.719
2020-02-04,field2,fallow,1.144,0.049,-0.081,-26.481,-16.882
2020-02-05,field2,fallow,6.201,0.049,-0.081,-26.481,-16.882
2020-02-06,field2,fallow,4.177,0.049,-0.081,-26.481,-16.882
2020-02-07,field2,fallow,6.238,0.049,-0.081,-26.481,-16.882
2020-02-08,field2,fallow,3.99,0.049,-0.081,-23.17,-16.09
2020-02-09,field2,fallow,5.418,0.024,0.103,-26.134,-16.32
2020-02-10,field2,fallow,8.23,0.024,0.103,-26.134,-16.32
2020-02-11,field2,fallow,5.59,0.024,0.103,-26.134,-16.32
2020-02-12,field2,fallow,5.59,0.024,0.103,-26.134,-16.32
2020-02-13,field2,fallow,7.204,0.024,0.103,-26.134,-16.32
2020-02-14,field2,fallow,7.204,0.024,0.103,-26.134,-16.32
2020-02-15,field2,fallow,7.204,0.024,0.103,-23.322,-15.665
2020-02-16,field2,fallow,7.204,0.024,0.103,-23.322,-15.665
2020-02-17,field2,fallow,7.686,0.024,0.103,-23.322,-15.665
2020-02-18,field2,fallow,7.686,0.024,0.103,-23.322,-15.665
2020-02-19,field2,fallow,11.563,0.032,0.008,-23.322,-15.665
2020-02-20,field2,fallow,11.563,0.032,0.008,-20.752,-13.866
2020-02-21,field2,fallow,11.563,0.032,0.008,-22.429,-13.766
2020-02-22,field2,fallow,13.143,0.032,0.008,-22.429,-13.766
2020-02-23,field2,fallow,11.711,0.032,0.008,-22.429,-13.766
2020-02-24,field2,fallow,13.024,0.043,-0.051,-22.429,-13.766
2020-02-25,field2,fallow,13.751,0.043,-0.051,-22.429,-13.766
2020-02-26,field2,fallow,20.204,0.043,-0.051,-22.429,-13.766
2020-02-27,field2,fallow,15.442,0.043,-0.051,-18.878,-10.701
2020-02-28,field2,fallow,15.442,0.043,-0.051,-18.878,-10.701
2020-02-29,field2,fallow,15.442,0.038,-0.098,-18.878,-10.701
2020-03-01,field2,fallow,15.442,0.038,-0.098,-18.878,-10.701
2020-03-02,field2,fallow,16.006,0.038,-0.098,-18.878,-10.701
2020-03-03,field2,fallow,17.339,0.038,-0.098,-17.939,-8.183
2020-03-04,field2,fallow,19.501,0.038,-0.098,-19.318,-10.179
2020-03-05,field2,fallow,17.9,0.04,-0.121,-19.318,-10.179
2020-03-06,field2,fallow,17.9,0.04,-0.121,-19.318,-10.179
2020-03-07,field2,fallow,17.9,0.04,-0.121,-19.318,-10.179
2020-03-08,field2,fallow,17.9,0.04,-0.121,-19.318,-10.179
2020-03-09,field2,fallow,17.9,0.04,-0.121,-19.318,-10.179
2020-03-10,field2,fallow,20.392,0.046,-0.172,-20.083,-10.826
2020-03-11,field2,fallow,23.434,0.046,-0.172,-20.083,-10.826
2020-03-12,field2,fallow,19.479,0.046,-0.172,-20.083,-10.826
2020-03-13,field2,fallow,18.363,0.046,-0.172,-20.083,-10.826
2020-03-14,field2,fallow,18.363,0.046,-0.172,-20.083,-10.826
2020-03-15,field2,fallow,18.363,0.046,-0.172,-18.828,-8.822
2020-03-16,field2,fallow,18.363,0.046,-0.172,-21.922,-11.456
2020-03-17,field2,fallow,18.363,0.046,-0.172,-21.922,-11.456
2020-03-18,field2,fallow,18.363,0.046,-0.172,-21.922,-11.456
2020-03-19,field2,fallow,23.677,0.046,-0.172,-21.922,-11.456
2020-03-20,field2,fallow,21.351,0.043,-0.185,-21.922,-11.456
2020-03-21,field2,fallow,25.245,0.043,-0.185,-21.922,-11.456
2020-03-22,field2,fallow,24.362,0.043,-0.185,-22.268,-12.354
2020-03-23,field2,fallow,24.362,0.043,-0.185,-22.268,-12.354
2020-03-24,field2,fallow,24.362,0.043,-0.185,-22.268,-12.354
2020-03-25,field2,fallow,16.409,0.043,-0.185,-22.268,-12.354
2020-03-26,field2,fallow,28.817,0.043,-0.185,-22.268,-12.354
2020-03-27,field2,fallow,22.096,0.043,-0.185,-22.999,-11.273
2020-03-28,field2,fallow,22.096,0.043,-0.185,-24.184,-12.827
2020-03-29,field2,fallow,22.096,0.043,-0.185,-24.184,-12.827
2020-03-30,field2,fallow,22.096,0.043,-0.185,-24.184,-12.827
2020-03-31,field2,fallow,22.096,0.043,-0.185,-24.184,-12.827
2020-04-01,field2,fallow,14.818,0.043,-0.185,-24.184,-12.827
2020-04-02,field2,fallow,21.213,0.043,-0.185,-24.184,-12.827
2020-04-03,field2,fallow,25.976,0.043,-0.185,-22.505,-12.378
2020-04-04,field2,fallow,25.976,0.043,-0.185,-22.505,-12.378
2020-04-05,field2,fallow,25.976,0.043,-0.185,-22.505,-12.378
2020-04-06,field2,fallow,25.976,0.043,-0.185,-22.505,-12.378
2020-04-07,field2,fallow,25.976,0.043,-0.185,-22.505,-12.378
2020-04-08,field2,fallow,15.26,0.043,-0.185,-15.981,-7.124
2020-04-09,field2,fallow,15.26,0.043,-0.185,-17.116,-8.559
2020-04-10,field2,fallow,15.26,0.043,-0.185,-17.116,-8.559
2020-04-11,field2,fallow,20.738,0.043,-0.185,-17.116,-8.559
2020-04-12,field2,fallow,20.738,0.043,-0.185,-17.116,-8.559
2020-04-13,field2,fallow,22.526,0.043,-0.185,-17.116,-8.559
2020-04-14,field2,fallow,23.712,0.057,-0.204,-17.116,-8.559
2020-04-15,field2,fallow,21.685,0.057,-0.204,-20.921,-11.19
2020-04-16,field2,fallow,23.052,0.057,-0.204,-20.921,-11.19
2020-04-17,field2,fallow,11.532,0.057,-0.204,-20.921,-11.19
2020-04-18,field2,fallow,11.532,0.057,-0.204,-20.921,-11.19
2020-04-19,field2,fallow,14.141,0.025,-0.131,-20.921,-11.19
2020-04-20,field2,fallow,14.141,0.025,-0.131,-18.631,-9.706
2020-04-21,field2,fallow,22.652,0.025,-0.131,-19.175,-9.895
2020-04-22,field2,fallow,10.5,0.025,-0.131,-19.175,-9.895
2020-04-23,field2,fallow,10.5,0.025,-0.131,-19.175,-9.895
2020-04-24,field2,fallow,21.958,0.027,-0.139,-19.175,-9.895
2020-04-25,field2,fallow,21.958,0.027,-0.139,-19.175,-9.895
2020-04-26,field2,fallow,25.455,0.027,-0.139,-19.175,-9.895
2020-05-03,field2,growing season flooding,22.201,0.027,-0.139,-18.405,-9.213
2020-05-04,field2,growing season flooding,23.817,0.032,-0.146,-18.405,-9.213
2020-05-05,field2,growing season flooding,23.817,0.032,-0.146,-18.405,-9.213
2020-05-06,field2,growing season flooding,23.817,0.032,-0.146,-18.405,-9.213
2020-05-07,field2,growing season flooding,23.817,0.032,-0.146,-18.405,-9.213
2020-05-08,field2,growing season flooding,24.743,0.032,-0.146,-18.405,-9.213
2020-05-09,field2,growing season flooding,24.743,0.032,-0.146,-17.416,-8.83
2020-05-10,field2,growing season flooding,15.265,0.032,-0.146,-17.416,-8.83
2020-05-11,field2,growing season flooding,15.265,0.032,-0.146,-17.416,-8.83
2020-05-12,field2,growing season flooding,15.265,0.032,-0.146,-17.416,-8.83
2020-05-13,field2,growing season flooding,15.265,0.032,-0.146,-17.416,-8.83
2020-05-14,field2,growing season flooding,15.265,0.032,-0.146,-20.498,-11.024
2020-05-15,field2,growing season flooding,15.265,0.032,-0.146,-24.339,-16.987
2020-05-16,field2,growing season flooding,15.265,0.032,-0.146,-24.339,-16.987
2020-05-17,field2,growing season flooding,15.265,0.032,-0.146,-24.339,-16.987
2020-05-18,field2,growing season flooding,12.375,0.032,-0.146,-24.339,-16.987
2020-05-19,field2,growing season flooding,12.375,0.032,-0.146,-24.339,-16.987
2020-05-20,field2,growing season flooding,12.9,0.032,-0.146,-24.339,-16.987
2020-05-21,field2,growing season flooding,9.398,0.032,-0.146,-28.103,-20.469
2020-05-22,field2,growing season flooding,9.398,0.032,-0.146,-28.103,-20.469
2020-05-23,field2,growing season flooding,12.696,0.032,-0.146,-28.103,-20.469
2020-05-24,field2,growing season flooding,12.696,0.052,0.049,-28.103,-20.469
2020-05-25,field2,growing season flooding,12.502,0.052,0.049,-28.103,-20.469
2020-05-26,field2,growing season flooding,12.502,0.052,0.049,-24.703,-18.113
2020-05-27,field2,growing season flooding,9.017,0.052,0.049,-28.86,-23.143
2020-05-28,field2,growing season flooding,4.939,0.052,0.049,-28.86,-23.143
2020-07-22,field2,green,4.848,0.196,-0.64,-19.906,-15.067
2020-07-23,field2,green,11.019,0.213,-0.661,-19.906,-15.067
2020-07-24,field2,green,11.019,0.213,-0.661,-19.906,-15.067
2020-07-25,field2,green,13.968,0.213,-0.661,-18.845,-14.015
2020-07-26,field2,green,10.627,0.213,-0.661,-20.584,-16.185
2020-07-27,field2,green,10.164,0.213,-0.661,-20.584,-16.185
2020-07-28,field2,green,8.858,0.204,-0.671,-20.584,-16.185
2020-07-29,field2,green,8.858,0.204,-0.671,-20.584,-16.185
2020-07-30,field2,green,11.426,0.204,-0.671,-20.584,-16.185
2020-07-31,field2,green,5.88,0.204,-0.671,-20.584,-16.185
2020-08-01,field2,green,15.912,0.204,-0.671,-20.575,-17.179
2020-08-02,field2,green,8.349,0.237,-0.666,-20.575,-17.179
2020-08-03,field2,green,10.933,0.237,-0.666,-20.575,-17.179
2020-08-04,field2,green,7.412,0.237,-0.666,-20.575,-17.179
2020-08-05,field2,green,7.472,0.237,-0.666,-20.575,-17.179
2020-08-06,field2,green,9.37,0.237,-0.666,-18.372,-14.669
2020-08-07,field2,green,9.37,0.257,-0.663,-19.125,-15.123
2020-08-08,field2,green,12.267,0.257,-0.663,-19.125,-15.123
2020-08-09,field2,green,10.253,0.257,-0.663,-19.125,-15.123
2020-08-10,field2,green,12.621,0.257,-0.663,-19.125,-15.123
2020-08-11,field2,green,4.141,0.257,-0.663,-19.125,-15.123
2020-08-12,field2,green,9.591,0.326,-0.637,-19.125,-15.123
2020-08-13,field2,green,11.936,0.326,-0.637,-15.488,-10.727
2020-08-14,field2,green,11.936,0.326,-0.637,-15.488,-10.727
2020-08-15,field2,green,14.621,0.326,-0.637,-15.488,-10.727
2020-08-16,field2,green,14.621,0.326,-0.637,-15.488,-10.727
2020-08-17,field2,green,14.621,0.326,-0.637,-15.488,-10.727
2020-08-18,field2,green,1.431,0.326,-0.637,-15.263,-10.525
2020-08-19,field2,green,1.431,0.326,-0.637,-14.971,-10.203
2020-08-20,field2,green,7.797,0.326,-0.637,-14.971,-10.203
2020-08-21,field2,green,7.797,0.326,-0.637,-14.971,-10.203
2020-08-22,field2,green,9.165,0.173,-0.456,-14.971,-10.203
2020-09-05,field2,ripe/harvest (yellow),10.341,0.303,-0.552,-14.379,-9.753
2020-09-06,field2,ripe/harvest (yellow),11.843,0.233,-0.489,-15.419,-10.437
2020-09-07,field2,ripe/harvest (yellow),9.467,0.233,-0.489,-15.419,-10.437
2020-09-08,field2,ripe/harvest (yellow),9.467,0.233,-0.489,-15.419,-10.437
2020-09-09,field2,ripe/harvest (yellow),9.467,0.233,-0.489,-15.419,-10.437
